Date,id,treatcode,New row,New col,Term fl,Lat fl,Term lf,Lat lf,Comments,Observer
4/2/15,QUERUB15_HF_05,CL2,7,1,,,4,1,,TS
4/2/15,VIBCAS01_SH_09,CL2,7,1,,,6,7,,TS
4/2/15,BETPAP09_HF_03,CL2,8,1,,,5,5,,TS
4/2/15,ILEMUC06_HF_09,CL2,8,1,,,5,5,,TS
4/2/15,VIBCAS07_SH_05,CL2,8,1,,,6,6,,TS
4/2/15,ACESAC09_SH_06,CL2,1,2,,,0,1,,TS
4/2/15,QUERUB05_SH_06,CL2,1,2,,,4,2,,TS
4/2/15,BETALL08_SH_01,CL2,1,2,,,4,5,,TS
4/2/15,ACEPEN12_HF_05,CL2,2,2,,,5,4,,TS
4/2/15,ILEMUC05_HF_02,CL2,2,2,,,5,5,,TS
4/2/15,BETPAP07_HF_05,CL2,2,2,,,4,5,,TS
4/2/15,BETALL01_SH_06,CL2,3,2,,,-,-,,TS
4/2/15,FAGGRA02_SH_11,CL2,3,2,,,2,1,,TS
4/2/15,VIBCAS06_SH_08,CL2,3,2,,,0,6,,TS
4/2/15,ACERUB10_HF_02,CL2,4,2,,,5,4,,TS
4/2/15,FAGGRA13_HF_12,CL2,4,2,,,2,2,,TS
4/2/15,BETALL16_HF_11,CL2,4,2,,,4,5,,TS
4/2/15,POPGRA04_SH_06,CL2,5,2,,,1,1,,TS
4/2/15,FAGGRA03_HF_10,CL2,5,2,,,1,1,,TS
4/2/15,ACERUB05_SH_02,CL2,5,2,,,0,0,,TS
4/2/15,ACERUB06_SH_07,CL2,6,2,,,5,5,betpat not acerub,TS
4/2/15,BETALL03_SH_11,CL2,6,2,,,5,5,,TS
4/2/15,QUERUB04_SH_07,CL2,6,2,,,4,1,,TS
4/2/15,BETPAP07_SH_08,CL2,7,2,,,4,5,,TS
4/2/15,POPGRA08_SH_06,CL2,7,2,,,5,4,,TS
4/2/15,VIBLAN03_HF_09,CL2,7,2,,24,1,0,,TS
4/2/15,BETPAP13_HF_07,CL2,8,2,,,4,6,,TS
4/2/15,FAGGRA04_SH_08,CL2,8,2,,,0,0,,TS
4/2/15,QUERUB06_SH_08,CL2,8,2,,,1,1,,TS
4/2/15,ACERUB13_HF_11,CL2,1,3,,,4,4,,TS
4/2/15,FAGGRA09_HF_08,CL2,1,3,,,-,1,,TS
4/2/15,POPGRA05_HF_07,CL2,1,3,,25,1,1,,TS
4/2/15,POPGRA06_SH_04,CL2,2,3,,,-,-,,TS
4/2/15,ILEMUC07_HF_12,CL2,2,3,,,6,7,,TS
4/2/15,VIBCAS10_HF_11,CL2,2,3,,,6,6,,TS
4/2/15,POPGRA07_HF_06,CL2,3,3,,25,1,1,,TS
4/2/15,BETPAP14_HF_12,CL2,3,3,,,4,5,,TS
4/2/15,FAGGRA08_SH_07,CL2,3,3,,,1,1,,TS
4/2/15,ACESAC10_HF_03,CL2,4,3,,,4,2,,TS
4/2/15,ACEPEN07_SH_03,CL2,4,3,,,4,1,,TS
4/2/15,ACESAC07_SH_12,CL2,4,3,,,1,1,,TS
4/2/15,ILEMUC04_SH_04,CL2,5,3,,,5,7,,TS
4/2/15,QUERUB16_HF_06,CL2,5,3,,,4,4,,TS
4/2/15,VIBCAS04_HF_03,CL2,5,3,,,6,6,,TS
4/2/15,ILEMUC03_HF_07,CL2,6,3,,,6,6,,TS
4/2/15,BETALL09_SH_07,CL2,6,3,,,5,5,,TS
4/2/15,ACESAC06_HF_06,CL2,6,3,,,0,0,,TS
4/2/15,BETPAP08_SH_11,CL2,7,3,,,4,5,,TS
4/2/15,QUERUB10_SH_12,CL2,7,3,,,4,1,,TS
4/2/15,VIBCAS04_SH_08,CL2,7,3,,,6,6,,TS
4/2/15,ACESAC02_HF_11,CL2,8,3,,,2,1,,TS
4/2/15,ILEMUC06_SH_04,CL2,8,3,,,6,7,,TS
4/2/15,VIBLAN10_HF_04,CL2,8,3,,,1,1,,TS
4/2/15,BETALL17_HF_05,CL2,1,4,,,4,5,,TS
4/2/15,ACESAC10_SH_04,CL2,1,4,,,-,-,missing,TS
4/2/15,VIBLAN05_SH_08,CL2,1,4,,20,-,6,,TS
4/2/15,BETPAP04_SH_08,CL2,2,4,,,4,4,,TS
4/2/15,VIBLAN04_SH_05,CL2,2,4,,,0,-,,TS
4/2/15,POPGRA02_HF_03,CL2,2,4,,,-,-,missing,TS
4/2/15,ACESAC99_SH_05,CL2,3,4,,,1,1,,TS
4/2/15,ACEPEN04_HF_12,CL2,3,4,,,5,1,,TS
4/2/15,VIBLAN04_HF_08,CL2,3,4,20,,0,0,,TS
4/2/15,BETALL20_HF_06,CL2,4,4,,,4,5,,TS
4/2/15,QUERUB21_HF_02,CL2,4,4,,,1,1,,TS
4/2/15,VIBCAS08_SH_06,CL2,4,4,,,0,0,,TS
4/2/15,ACESAC03_SH_09,CL2,5,4,,,5,1,,TS
4/2/15,BETPAP10_SH_04,CL2,5,4,,,4,4,,TS
4/2/15,POPGRA02_SH_07,CL2,5,4,,,4,4,,TS
4/2/15,ACEPEN11_SH_04,CL2,6,4,,,5,3,,TS
4/2/15,BETPAP06_SH_07,CL2,6,4,,,5,5,,TS
4/2/15,VIBLAN09_HF_05,CL2,6,4,,,1,6,,TS
4/2/15,ACEPEN08_SH_07,CL2,7,4,,,5,4,,TS
4/2/15,BETALL02_SH_11,CL2,7,4,,,4,4,,TS
4/2/15,ILEMUC08_HF_01,CL2,7,4,,,5,5,,TS
4/2/15,ILEMUC07_SH_10,CL2,8,4,20,20,7,7,,TS
4/2/15,POPGRA01_SH_09,CL2,8,4,,,5,-,,TS
4/2/15,VIBCAS07_HF_07,CL2,8,4,,,0,8,,TS
4/2/15,ACEPEN04_SH_03,CL2,1,5,,,5,5,,TS
4/2/15,BETPAP09_SH_01,CL2,1,5,,,4,5,,TS
4/2/15,VIBLAN09_SH_09,CL2,1,5,,,6,6,,TS
4/2/15,BETALL18_HF_06,CL2,2,5,,,-,-,missing,TS
4/2/15,ACERUB08_SH_06,CL2,2,5,,,5,4,,TS
4/2/15,VIBLAN02_SH_06,CL2,2,5,20,,0,-,,TS
4/2/15,ILEMUC04_HF_03,CL2,3,5,,,-,-,,TS
4/2/15,VIBCAS08_HF_03,CL2,3,5,,,-,7,,TS
4/2/15,POPGRA03_HF_02,CL2,3,5,,,4,1,,TS
4/2/15,ACERUB99_HF_04,CL2,4,5,,,4,1,,TS
4/2/15,BETPAP15_HF_11,CL2,4,5,,,5,6,,TS
4/2/15,QUERUB17_HF_09,CL2,4,5,,,4,4,,TS
4/2/15,ACESAC02_SH_03,CL2,5,5,,,1,1,acerub not acesac,TS
4/2/15,FAGGRA05_SH_08,CL2,5,5,,,1,1,,TS
4/2/15,ILEMUC01_SH_03,CL2,5,5,20,20,6,6,,TS
4/2/15,QUERUB23_HF_10,CL2,6,5,,,1,1,,TS
4/2/15,ACEPEN06_SH_09,CL2,6,5,,,5,1,,TS
4/2/15,VIBCAS05_SH_07,CL2,6,5,,,8,8,,TS
4/2/15,BETPAP06_HF_08,CL2,7,5,,,4,6,,TS
4/2/15,ACERUB11_HF_04,CL2,7,5,,,5,4,,TS
4/2/15,ILEMUC05_SH_09,CL2,7,5,,,-,7,,TS
4/2/15,QUERUB08_SH_04,CL2,8,5,,,1,1,,TS
4/2/15,ACERUB14_HF_12,CL2,8,5,,,5,4,,TS
4/2/15,VIBLAN06_SH_03,CL2,8,5,,,9,9,,TS
4/2/15,ACEPEN11_HF_02,CL2,1,6,,,5,1,,TS
4/2/15,FAGGRA10_HF_11,CL2,1,6,,,2,2,,TS
4/2/15,BETALL10_SH_12,CL2,1,6,,,5,6,,TS
4/2/15,BETALL19_HF_10,CL2,2,6,,,4,5,,TS
4/2/15,ACEPEN02_HF_07,CL2,2,6,,,5,1,,TS
4/2/15,VIBLAN12_HF_06,CL2,2,6,,,-,-,,TS
4/2/15,ACEPEN03_HF_11,CL2,3,6,,,5,1,,TS
4/2/15,FAGGRA06_SH_11,CL2,3,6,,,1,1,,TS
4/2/15,POPGRA05_SH_09,CL2,3,6,,,-,-,missing,TS
4/2/15,FAGGRA14_HF_01,CL2,4,6,,,2,1,lat broken,TS
4/2/15,BETPAP08_SH_02,CS1,1,1,,,4,4,,TS
4/2/15,ILEMUC08_HF_05,CS1,1,1,,,5,5,,TS
4/2/15,ACESAC07_SH_04,CS1,1,1,,,-,0,,TS
4/2/15,VIBCAS05_SH_04,CS1,2,1,,,-,8,,TS
4/2/15,ACEPEN07_SH_01,CS1,2,1,,,3,3,,TS
4/2/15,ACERUB99_HF_02,CS1,2,1,,,0,0,acesac,TS
4/2/15,VIBLAN04_HF_01,CS1,3,1,,,0,0,,TS
4/2/15,ACEPEN08_SH_05,CS1,3,1,,,4,1,,TS
4/2/15,BETALL19_HF_02,CS1,3,1,,,4,5,,TS
4/2/15,VIBLAN09_SH_01,CS1,4,1,,,9,-,,TS
4/2/15,BETALL17_HF_12,CS1,4,1,,,4,4,,TS
4/2/15,ACEPEN06_SH_07,CS1,4,1,,,5,1,,TS
4/2/15,BETPAP07_HF_09,CS1,5,1,,,5,6,,TS
4/2/15,QUERUB07_SH_03,CS1,5,1,,,4,1,,TS
4/2/15,VIBLAN05_SH_09,CS1,5,1,,,9,0,,TS
4/2/15,ACEPEN01_HF_02,CS1,6,1,,,5,4,,TS
4/2/15,BETPAP10_SH_09,CS1,6,1,,,0,5,,TS
4/2/15,VIBLAN02_SH_11,CS1,6,1,20,,0,0,,TS
4/2/15,ILEMUC05_HF_04,CS1,7,1,,,5,5,,TS
4/2/15,POPGRA02_HF_02,CS1,7,1,,,4,4,,TS
4/2/15,QUERUB05_SH_10,CS1,7,1,,,2,4,,TS
4/2/15,ACERUB09_SH_12,CS1,8,1,,,-,-,missing,TS
4/2/15,QUERUB23_HF_12,CS1,8,1,,,1,1,,TS
4/2/15,VIBLAN09_HF_12,CS1,8,1,,,6,1,,TS
4/2/15,ILEMUC06_SH_03,CS1,1,2,,,5,5,,TS
4/2/15,FAGGRA03_HF_09,CS1,1,2,,,1,1,,TS
4/2/15,ACERUB11_HF_02,CS1,1,2,,,5,4,,TS
4/2/15,ACEPEN11_HF_11,CS1,2,2,,,4,1,,TS
4/2/15,POPGRA05_HF_06,CS1,2,2,,,1,1,,TS
4/2/15,QUERUB08_SH_11,CS1,2,2,,,2,1,,TS
4/2/15,ACERUB13_HF_10,CS1,3,2,,,4,1,,TS
4/2/15,BETALL02_SH_08,CS1,3,2,,,4,1,,TS
4/2/15,VIBCAS01_SH_03,CS1,3,2,,,6,0,,TS
4/2/15,BETALL10_SH_08,CS1,4,2,,,4,5,,TS
4/2/15,POPGRA02_SH_09,CS1,4,2,,,0,0,likely dead,TS
4/2/15,VIBCAS06_SH_07,CS1,4,2,,,-,7,,TS
4/2/15,ACEPEN03_HF_12,CS1,5,2,,,5,5,,TS
4/2/15,ACERUB08_SH_08,CS1,5,2,,,4,4,,TS
4/2/15,VIBCAS07_SH_02,CS1,5,2,,,8,8,,TS
4/2/15,BETALL10_HF_01,CS1,6,2,,,4,4,,TS
4/2/15,ILEMUC04_SH_05,CS1,6,2,,,5,5,,TS
4/2/15,POPGRA01_SH_01,CS1,6,2,,,4,4,,TS
4/2/15,ACESAC10_HF_11,CS1,7,2,,,-,-,missing,TS
4/2/15,VIBCAS08_SH_05,CS1,7,2,,,6,-,,TS
4/2/15,BETPAP14_HF_05,CS1,7,2,,,4,5,,TS
4/2/15,BETALL03_SH_04,CS1,8,2,,,4,5,,TS
4/2/15,POPGRA07_HF_02,CS1,8,2,25,25,1,1,,TS
4/2/15,QUERUB04_SH_12,CS1,8,2,,,4,4,,TS
4/2/15,POPGRA04_SH_05,CS1,1,3,,,1,1,,TS
4/2/15,ACESAC10_SH_03,CS1,1,3,,,1,1,,TS
4/2/15,QUERUB16_HF_03,CS1,1,3,,,4,1,,TS
4/2/15,VIBCAS10_HF_06,CS1,2,3,,,0,0,,TS
4/2/15,ACESAC07_HF_01,CS1,2,3,,,0,0,,TS
4/2/15,ACEPEN12_HF_10,CS1,2,3,,,5,1,,TS
4/2/15,ACERUB14_HF_01,CS1,3,3,,,4,4,,TS
4/2/15,BETALL01_SH_09,CS1,3,3,,,5,5,,TS
4/2/15,POPGRA06_HF_05,CS1,3,3,25,25,1,1,,TS
4/2/15,ACESAC02_SH_09,CS1,4,3,,,1,1,,TS
4/2/15,BETALL20_HF_12,CS1,4,3,,,4,4,,TS
4/2/15,VIBLAN04_SH_08,CS1,4,3,,,6,7,,TS
4/2/15,VIBLAN11_HF_04,CS1,5,3,,,1,1,,TS
4/2/15,ILEMUC05_SH_08,CS1,5,3,,,0,5,,TS
4/2/15,BETPAP07_SH_04,CS1,5,3,,,4,4,,TS
4/2/15,FAGGRA09_HF_04,CS1,6,3,,,1,1,,TS
4/2/15,VIBCAS03_HF_11,CS1,6,3,,,-,-,missing,TS
4/2/15,BETALL08_SH_02,CS1,6,3,,,4,5,,TS
4/2/15,ACESAC99_SH_10,CS1,7,3,,,-,0,,TS
4/2/15,VIBCAS04_HF_09,CS1,7,3,,,8,8,,TS
4/2/15,ACERUB10_HF_10,CS1,7,3,,,5,1,,TS
4/2/15,BETPAP06_SH_09,CS1,8,3,,,4,5,,TS
4/2/15,ACERUB07_SH_12,CS1,8,3,,,5,4,,TS
4/2/15,VIBLAN07_SH_10,CS1,8,3,,,0,1,,TS
4/2/15,ACERUB05_SH_01,CS1,1,4,,,1,1,,TS
4/2/15,FAGGRA10_HF_12,CS1,1,4,,,1,1,,TS
4/2/15,POPGRA05_SH_02,CS1,1,4,,,4,1,,TS
4/2/15,QUERUB21_HF_10,CS1,2,4,,,1,1,,TS
4/2/15,ACEPEN09_SH_01,CS1,2,4,,,5,4,,TS
4/2/15,BETPAP15_HF_06,CS1,2,4,,,1,4,,TS
4/2/15,ACESAC05_HF_05,CS1,3,4,,,0,0,,TS
4/2/15,ILEMUC04_HF_08,CS1,3,4,,,5,5,,TS
4/2/15,VIBCAS08_HF_06,CS1,3,4,,,1,6,,TS
4/2/15,BETALL09_SH_04,CS1,4,4,,,4,5,,TS
4/2/15,VIBLAN06_SH_06,CS1,4,4,,20,0,0,,TS
4/2/15,VIBCAS04_SH_09,CS1,4,4,,,7,7,,TS
4/2/15,ACERUB10_SH_01,CS1,5,4,25,25,4,1,,TS
4/2/15,BETPAP13_HF_02,CS1,5,4,,,4,4,,TS
4/2/15,FAGGRA04_SH_06,CS1,5,4,,,0,0,,TS
4/2/15,FAGGRA06_SH_02,CS1,6,4,,,0,0,,TS
4/2/15,ACEPEN04_HF_08,CS1,6,4,,,5,3,,TS
4/2/15,QUERUB10_SH_03,CS1,6,4,,,2,1,,TS
4/2/15,ILEMUC07_HF_06,CS1,7,4,,,5,5,,TS
4/2/15,ACESAC09_SH_04,CS1,7,4,,,2,2,,TS
4/2/15,BETALL16_HF_09,CS1,7,4,,,4,4,,TS
4/2/15,ACESAC99_HF_11,CS1,8,4,,,4,4,,TS
4/2/15,POPGRA08_SH_07,CS1,8,4,,,4,1,,TS
4/2/15,QUERUB17_HF_11,CS1,8,4,,,1,1,,TS
4/2/15,FAGGRA13_HF_01,CS1,1,5,,,2,2,,TS
4/2/15,QUERUB15_HF_02,CS1,1,5,,,1,1,,TS
4/2/15,VIBCAS07_HF_09,CS1,1,5,,,7,7,,TS
4/2/15,FAGGRA11_HF_03,CS1,2,5,,,1,1,,TS
4/2/15,ILEMUC06_HF_06,CS1,2,5,,,4,4,,TS
4/2/15,QUERUB06_SH_02,CS1,2,5,,,1,1,,TS
4/2/15,ACERUB06_SH_08,CS1,3,5,,25,4,4,,TS
4/2/15,ILEMUC07_SH_04,CS1,3,5,,,5,4,,TS
4/2/15,FAGGRA14_HF_02,CS1,3,5,,,1,1,,TS
4/2/15,ACESAC02_HF_09,CS1,4,5,,,1,1,,TS
4/2/15,FAGGRA08_SH_10,CS1,4,5,,,1,1,,TS
4/2/15,VIBCAS02_HF_07,CS1,4,5,,,0,7,,TS
4/2/15,ILEMUC03_HF_02,CS1,5,5,,,4,4,,TS
4/2/15,ACEPEN02_HF_01,CS1,5,5,,,5,1,,TS
4/2/15,POPGRA03_HF_10,CS1,5,5,,,4,4,,TS
4/2/15,ACESAC06_HF_10,CS1,6,5,,,-,-,dead,TS
4/2/15,BETALL18_HF_11,CS1,6,5,,,4,5,,TS
4/2/15,POPGRA06_SH_02,CS1,6,5,,,4,1,,TS
4/2/15,BETPAP09_HF_06,CS1,7,5,,,5,6,,TS
4/2/15,FAGGRA05_SH_07,CS1,7,5,,,-,1,,TS
4/2/15,VIBLAN03_HF_06,CS1,7,5,,20,0,1,,TS
4/2/15,BETPAP09_SH_05,CS1,8,5,,,4,4,,TS
4/2/15,FAGGRA02_SH_06,CS1,8,5,,,1,1,,TS
4/2/15,VIBLAN10_HF_12,CS1,8,5,,,1,1,,TS
4/2/15,VIBLAN12_HF_10,CS1,1,6,,,1,6,,TS
4/2/15,ACEPEN04_SH_04,CS1,1,6,,,5,4,,TS
4/2/15,BETPAP04_SH_06,CS1,1,6,,,4,4,,TS
4/2/15,ACEPEN11_SH_07,CS1,2,6,,,5,1,,TS
4/2/15,BETPAP06_HF_01,CS1,2,6,,,5,6,,TS
4/2/15,ILEMUC01_SH_08,CS1,2,6,,,4,4,,TS
4/2/15,ACESAC03_SH_12,CS1,3,6,,,4,1,acerub,TS
4/2/15,FAGGRA07_SH_04,CS1,3,6,,,1,1,,TS
4/2/15,QUERUB20_HF_04,CS1,3,6,,,1,1,,TS
4/2/15,ILEMUC03_SH_01,CS1,4,6,,,4,4,,TS
4/2/15,LYOLIG05_HF_04,WS0,1,1,,,-,4,,TS
4/2/15,ACESAC05_HF_07,WS0,1,1,,,4,1,,TS
4/2/15,QUERUB16_HF_12,WS0,1,1,,,7,4,,TS
4/2/15,FRANIG09_SH_04,WS0,2,1,,,7,4,,TS
4/2/15,QUERUB04_SH_09,WS0,2,1,,,7,7,,TS
4/2/15,ACEPEN07_SH_09,WS0,2,1,20,,7,4,,TS
4/2/15,HAMVIR10_HF_03,WS0,3,1,,,8,8,,TS
4/2/15,HAMVIR07_HF_04,WS0,3,1,,,8,8,,TS
4/2/15,ACESAC99_SH_09,WS0,3,1,,,4,4,,TS
4/2/15,ACESAC99_HF_02,WS0,4,1,,,0,0,,TS
4/2/15,POPGRA06_SH_07,WS0,4,1,,,-,7,,TS
4/2/15,BETLEN08_HF_01,WS0,4,1,,,6,8,,TS
4/2/15,ACERUB13_HF_07,WS0,5,1,,,6,4,,TS
4/2/15,ALNINC05_HF_02,WS0,5,1,,,2,7,,TS
4/2/15,QUERUB07_SH_01,WS0,5,1,,,1,1,,TS
4/2/15,RHOPRI04_HF_04,WS0,6,1,25,,5,5,fl dead,TS
4/2/15,POPGRA04_SH_04,WS0,6,1,,,1,1,,TS
4/2/15,BETPAP08_SH_03,WS0,6,1,,,6,7,,TS
4/2/15,LYOLIG07_HF_02,WS0,7,1,,,7,7,,TS
4/2/15,FRANIG04_HF_03,WS0,7,1,,,7,1,,TS
4/2/15,FAGGRA06_SH_06,WS0,7,1,,,2,2,,TS
4/2/15,ACERUB14_HF_08,WS0,8,1,,,6,6,,TS
4/2/15,FRANIG03_HF_01,WS0,8,1,,,10,10,elongation,TS
4/2/15,ACEPEN02_HF_06,WS0,8,1,,,6,1,,TS
4/2/15,POPGRA08_SH_03,WS0,1,2,,,7,7,,TS
4/2/15,QUERUB06_SH_07,WS0,1,2,,,5,6,,TS
4/2/15,QUERUB15_HF_11,WS0,1,2,,,6,6,,TS
4/2/15,ACERUB08_SH_02,WS0,2,2,,,7,1,,TS
4/2/15,ACESAC06_HF_03,WS0,2,2,,,5,6,,TS
4/2/15,BETLEN06_HF_02,WS0,2,2,,,7,8,,TS
4/2/15,QUEVEL02_HF_03,WS0,3,2,,,7,1,,TS
4/2/15,BETALL09_SH_02,WS0,3,2,,,6,7,,TS
4/2/15,ALNINC06_SH_04,WS0,3,2,,,6,6,,TS
4/2/15,ACEPEN04_SH_05,WS0,4,2,,,6,1,,TS
4/2/15,ACESAC07_HF_08,WS0,4,2,,,6,2,,TS
4/2/15,NYSSYL06_HF_02,WS0,4,2,,,0,0,dead,TS
4/2/15,NYSSYL10_HF_04,WS0,5,2,,,27,27,,TS
4/2/15,QUEVEL06_HF_01,WS0,5,2,,,7,1,,TS
4/2/15,ALNINC02_HF_01,WS0,5,2,,,6,7,,TS
4/2/15,QUEVEL03_HF_04,WS0,6,2,,,6,1,,TS
4/2/15,ACEPEN09_SH_04,WS0,6,2,20,,6,1,,TS
4/2/15,VIBLAN09_HF_06,WS0,6,2,,25,1,1,,TS
4/2/15,BETLEN11_HF_02,WS0,7,2,,,6,6,,TS
4/2/15,VACMYR08_SH_03,WS0,7,2,,,27,27,dead/dying,TS
4/2/15,FRANIG02_SH_02,WS0,7,2,,,10,10,elongation,TS
4/2/15,POPGRA03_HF_05,WS0,8,2,,,7,5,,TS
4/2/15,ACESAC10_HF_10,WS0,8,2,,,0,0,,TS
4/2/15,RHOPRI05_HF_01,WS0,8,2,20,,6,6,purple fl open,TS
4/2/15,RHOPRI07_HF_02,WS0,1,3,,,8,8,,TS
4/2/15,ACEPEN12_HF_06,WS0,1,3,20,,6,1,,TS
4/2/15,VIBLAN02_SH_12,WS0,1,3,,25,6,0,,TS
4/2/15,QUEVEL01_HF_01,WS0,2,3,,,7,6,,TS
4/2/15,QUEALB16_HF_04,WS0,2,3,,,7,7,,TS
4/2/15,ACERUB05_SH_04,WS0,2,3,,,4,1,,TS
4/2/15,POPGRA06_HF_09,WS0,3,3,,,7,7,,TS
4/2/15,ACERUB99_HF_07,WS0,3,3,,,4,1,,TS
4/2/15,QUERUB08_SH_06,WS0,3,3,,,7,7,,TS
4/2/15,BETLEN10_HF_03,WS0,4,3,,,6,8,,TS
4/2/15,QUERUB23_HF_06,WS0,4,3,,,6,1,,TS
4/2/15,FAGGRA07_SH_02,WS0,4,3,,,1,1,,TS
4/2/15,FRANIG05_SH_02,WS0,5,3,,,10,10,,TS
4/2/15,ACERUB10_HF_08,WS0,5,3,,,6,6,,TS
4/2/15,FAGGRA10_HF_01,WS0,5,3,,,1,1,,TS
4/2/15,ACEPEN08_SH_01,WS0,6,3,,,5,6,,TS
4/2/15,KALANG03_SH_02,WS0,6,3,16,,3,0,,TS
4/2/15,RHOPRI03_HF_02,WS0,6,3,,,5,6,small leafs open,TS
4/2/15,FAGGRA04_SH_02,WS0,7,3,,,1,1,,TS
4/2/15,QUEVEL05_HF_04,WS0,7,3,,,1,1,,TS
4/2/15,BETALL01_SH_10,WS0,7,3,,,4,6,,TS
4/2/15,ACERUB07_SH_11,WS0,8,3,,,0,0,,TS
4/2/15,ACESAC10_SH_02,WS0,8,3,,,4,1,,TS
4/2/15,FAGGRA14_HF_03,WS0,8,3,,,1,1,,TS
4/2/15,FRANIG08_HF_04,WS0,1,4,,,10,1,,TS
4/2/15,ACESAC02_HF_07,WS0,1,4,,,4,5,,TS
4/2/15,QUEALB12_HF_02,WS0,1,4,,,6,1,,TS
4/2/15,ACESAC07_SH_01,WS0,2,4,,,6,6,,TS
4/2/15,FAGGRA08_SH_05,WS0,2,4,,,2,2,,TS
4/2/15,ACEPEN03_HF_10,WS0,2,4,,,6,1,,TS
4/2/15,ACEPEN11_SH_12,WS0,3,4,,,7,1,,TS
4/2/15,ACEPEN11_HF_07,WS0,3,4,,,0,0,,TS
4/2/15,FAGGRA02_SH_02,WS0,3,4,,,1,1,,TS
4/2/15,FRANIG01_SH_03,WS0,4,4,,,7,-,,TS
4/2/15,VIBLAN11_HF_12,WS0,4,4,25,,0,0,,TS
4/2/15,POPGRA07_HF_03,WS0,4,4,,,7,4,,TS
4/2/15,POPGRA05_SH_08,WS0,5,4,,,7,1,,TS
4/2/15,LYOLIG06_HF_01,WS0,5,4,,,4,7,,TS
4/2/15,NYSSYL03_HF_02,WS0,5,4,,,27,27,all term twig,TS
4/2/15,FAGGRA13_HF_11,WS0,6,4,,,3,3,,TS
4/2/15,FAGGRA05_SH_04,WS0,6,4,,,1,0,,TS
4/2/15,NYSSYL08_HF_04,WS0,6,4,,,7,4,,TS
4/2/15,ACERUB09_SH_03,WS0,7,4,,,4,1,,TS
4/2/15,HAMVIR12_HF_04,WS0,7,4,,,9,9,,TS
4/2/15,QUERUB21_HF_05,WS0,7,4,,,6,6,,TS
4/2/15,POPGRA05_HF_12,WS0,8,4,,,7,1,,TS
4/2/15,NYSSYL13_HF_03,WS0,8,4,,,6,4,,TS
4/2/15,ACEPEN06_SH_03,WS0,8,4,,,6,1,,TS
4/2/15,FAGGRA11_HF_04,WS0,1,5,,,1,1,,TS
4/2/15,VIBLAN03_HF_05,WS0,1,5,,25,0,0,,TS
4/2/15,QUERUB05_SH_02,WS0,1,5,,,7,4,,TS
4/2/15,QUEALB11_HF_04,WS0,2,5,,,0,0,,TS
4/2/15,ALNINC08_HF_01,WS0,2,5,,,6,7,,TS
4/2/15,BETLEN05_HF_03,WS0,2,5,,,5,7,,TS
4/2/15,BETALL02_SH_06,WS0,3,5,,,6,7,,TS
4/2/15,FAGGRA03_HF_11,WS0,3,5,,,1,1,,TS
4/2/15,QUERUB20_HF_10,WS0,3,5,,,5,1,,TS
4/2/15,HAMVIR09_HF_01,WS0,4,5,,,6,7,,TS
4/2/15,POPGRA01_SH_05,WS0,4,5,,,7,1,,TS
4/2/15,ACEPEN04_HF_03,WS0,4,5,,,5,1,,TS
4/2/15,POPGRA02_SH_04,WS0,5,5,,,7,6,,TS
4/2/15,QUEVEL09_HF_03,WS0,5,5,,,2,5,,TS
4/2/15,ACESAC09_SH_12,WS0,5,5,,,2,7,,TS
4/2/15,QUEALB09_HF_02,WS0,6,5,,,5,1,,TS
4/2/15,POPGRA02_HF_09,WS0,6,5,,,7,4,,TS
4/2/15,QUERUB17_HF_08,WS0,6,5,,,7,7,,TS
4/2/15,ACERUB10_SH_06,WS0,7,5,,,7,4,,TS
4/2/15,BETLEN04_HF_04,WS0,7,5,,,0,6,,TS
4/2/15,FRANIG08_SH_02,WS0,7,5,,,27,0,dead/dying,TS
4/2/15,QUERUB10_SH_04,WS0,8,5,,,6,4,,TS
4/2/15,FRANIG06_HF_03,WS0,8,5,,,27,0,dead/dying,TS
3/30/15,ACERUB05_SH_06,WL2,1,1,,,4,1,,TC
3/30/15,FAGGRA11_HF_08,WL2,1,1,,,-,1,,TC
3/30/15,QUERUB16_HF_11,WL2,1,1,,,0,1,,TC
3/30/15,BETPAP13_HF_09,WL2,2,1,,,5,-,,TC
3/30/15,ILEMUC04_SH_10,WL2,2,1,,,6,8,,TC
3/30/15,QUERUB10_SH_11,WL2,2,1,,,0,0,,TC
3/30/15,ACERUB11_HF_03,WL2,3,1,,,4,4,,TC
3/30/15,POPGRA06_SH_01,WL2,3,1,,,5,5,,TC
3/30/15,VIBCAS08_HF_12,WL2,3,1,,,6,7,,TC
3/30/15,VIBCAS04_HF_10,WL2,4,1,,,6,7,,TC
3/30/15,BETPAP06_HF_12,WL2,4,1,,,4,5,,TC
3/30/15,ACEPEN12_HF_07,WL2,4,1,,,5,5,,TC
3/30/15,BETPAP07_SH_09,WL2,5,1,,,1,1,,TC
3/30/15,QUERUB04_SH_08,WL2,5,1,,,4,4,,TC
3/30/15,VIBCAS06_SH_02,WL2,5,1,,,-,7,,TC
3/30/15,VIBLAN09_SH_10,WL2,6,1,,,6,6,,TC
3/30/15,FAGGRA05_SH_05,WL2,6,1,,,0,1,,TC
3/30/15,ACEPEN06_SH_02,WL2,6,1,,,5,1,,TC
3/30/15,ACESAC09_SH_09,WL2,7,1,,,1,1,,TC
3/30/15,BETALL10_HF_05,WL2,7,1,,,4,5,,TC
